"success","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","view_history","rt","stimulus","key_press","reactionTime","a","r","s","reward_cond","responses","question_order"
"true","fullscreen","0","2517","0.0-0.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","","","","","","","","","","",""
"","instructions","1","11101","0.0-1.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","[{""page_index"":0,""viewing_time"":1086},{""page_index"":1,""viewing_time"":893},{""page_index"":2,""viewing_time"":1288},{""page_index"":3,""viewing_time"":1568},{""page_index"":4,""viewing_time"":1523},{""page_index"":5,""viewing_time"":1011},{""page_index"":6,""viewing_time"":1210}]","8579","","","","","","","","",""
"","image-keyboard-response","2","11743","0.0-2.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","","641","img/land1.png","74","641","1","1","1","1,0.5,0.5,0.5,1,0.5,0.5,0.5,1","",""
"","html-keyboard-response","3","12047","0.0-3.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","","null","<img src=""img/land1.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","4","12601","0.0-4.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","","554","img/land2.png","75","555","2","1","2","1,0.5,0.5,0.5,1,0.5,0.5,0.5,1","",""
"","html-keyboard-response","5","12907","0.0-5.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","","null","<img src=""img/land2.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","6","13472","0.0-6.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","","565","img/land1.png","74","565","1","1","1","1,0.5,0.5,0.5,1,0.5,0.5,0.5,1","",""
"","html-keyboard-response","7","13783","0.0-7.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","","null","<img src=""img/land1.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","8","14267","0.0-8.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","","484","img/land3.png","76","484","3","1","3","1,0.5,0.5,0.5,1,0.5,0.5,0.5,1","",""
"","html-keyboard-response","9","14581","0.0-9.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","","null","<img src=""img/land3.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","10","15160","0.0-10.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","","578","img/land2.png","75","578","2","1","2","1,0.5,0.5,0.5,1,0.5,0.5,0.5,1","",""
"","html-keyboard-response","11","15472","0.0-11.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","","null","<img src=""img/land2.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","12","15942","0.0-12.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","","470","img/land1.png","74","470","1","1","1","1,0.5,0.5,0.5,1,0.5,0.5,0.5,1","",""
"","html-keyboard-response","13","16257","0.0-13.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","","null","<img src=""img/land1.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","14","16655","0.0-14.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","","398","img/land1.png","74","398","1","1","1","1,0.5,0.5,0.5,1,0.5,0.5,0.5,1","",""
"","html-keyboard-response","15","16963","0.0-15.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","","null","<img src=""img/land1.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","16","17376","0.0-16.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","","413","img/land2.png","75","414","2","1","2","1,0.5,0.5,0.5,1,0.5,0.5,0.5,1","",""
"","html-keyboard-response","17","17686","0.0-17.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","","null","<img src=""img/land2.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","18","18006","0.0-18.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","","318","img/land2.png","75","319","2","1","2","1,0.5,0.5,0.5,1,0.5,0.5,0.5,1","",""
"","html-keyboard-response","19","18315","0.0-19.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","","null","<img src=""img/land2.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","20","18680","0.0-20.0","3IKZ72A5B525WRO823P13B8SF99FNV","A1NLJ1L4VCQYV2","3T5ZXGO9DEAUILU6S56NLENRQJRQZJ","","364","img/land3.png","76","364","3","1","3","1,0.5,0.5,0.5,1,0.5,0.5,0.5,1","",""
