"success","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","view_history","rt","stimulus","key_press","reactionTime","chosenAction","reward","warning","responses","question_order"
"true","fullscreen","0","2752","0.0-0.0","39RP059MEIF91SRSL0O576S7TICBM6","A10JXOU89D5RXR","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","","","","","","","",""
"","instructions","1","16175","0.0-1.0","39RP059MEIF91SRSL0O576S7TICBM6","A10JXOU89D5RXR","39WSF6KUV27TMEQUH506BZR9N6KEO1","[{""page_index"":0,""viewing_time"":1700},{""page_index"":1,""viewing_time"":1932},{""page_index"":2,""viewing_time"":1082.2000000476837},{""page_index"":3,""viewing_time"":943.7999999523163},{""page_index"":4,""viewing_time"":2099.900000035763},{""page_index"":5,""viewing_time"":1538.0999999642372},{""page_index"":6,""viewing_time"":2471.900000035763},{""page_index"":7,""viewing_time"":1652.5999999642372}]","13421.400000035763","","","","","","","",""
"","image-keyboard-response","2","17184","0.0-2.0","39RP059MEIF91SRSL0O576S7TICBM6","A10JXOU89D5RXR","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","img/land1.png","","1008.6999999880791","-1","0","true","",""
"","html-keyboard-response","3","17494","0.0-3.0","39RP059MEIF91SRSL0O576S7TICBM6","A10JXOU89D5RXR","39WSF6KUV27TMEQUH506BZR9N6KEO1","","null","<img src=""img/land1.png"" style=""width:200px;border:14px solid red;"">","null","","","","","",""
"","html-keyboard-response","4","23748","0.0-4.0-0.0","39RP059MEIF91SRSL0O576S7TICBM6","A10JXOU89D5RXR","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","","","","","","","",""
"","image-keyboard-response","5","24751","0.0-5.0","39RP059MEIF91SRSL0O576S7TICBM6","A10JXOU89D5RXR","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","img/land5.png","","1002.8999999761581","-1","0","true","",""
"","html-keyboard-response","6","25054","0.0-6.0","39RP059MEIF91SRSL0O576S7TICBM6","A10JXOU89D5RXR","39WSF6KUV27TMEQUH506BZR9N6KEO1","","null","<img src=""img/land5.png"" style=""width:200px;border:14px solid red;"">","null","","","","","",""
"","html-keyboard-response","7","30112","0.0-7.0-0.0","39RP059MEIF91SRSL0O576S7TICBM6","A10JXOU89D5RXR","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","","","","","","","",""
"","image-keyboard-response","8","30547","0.0-8.0","39RP059MEIF91SRSL0O576S7TICBM6","A10JXOU89D5RXR","39WSF6KUV27TMEQUH506BZR9N6KEO1","","433.89999997615814","img/land5.png","74","435","74","1","false","",""
"","html-keyboard-response","9","30849","0.0-9.0","39RP059MEIF91SRSL0O576S7TICBM6","A10JXOU89D5RXR","39WSF6KUV27TMEQUH506BZR9N6KEO1","","null","<img src=""img/land5.png"" style=""width:200px; border:14px solid green;"">","null","","","","","",""
