"success","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","view_history","rt","stimulus","key_press","reactionTime","chosenAction","reward","responses"
"true","fullscreen","0","6869","0.0-0.0","3QHK8ZVMIN4PVA97LONQ7TDITE7LB1","A24MNMHSFYW6B","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","","","","","","",""
"","instructions","1","308436","0.0-1.0","3QHK8ZVMIN4PVA97LONQ7TDITE7LB1","A24MNMHSFYW6B","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","[{""page_index"":0,""viewing_time"":2413.7999999970198},{""page_index"":1,""viewing_time"":4503.20000000298},{""page_index"":2,""viewing_time"":1511.5999999940395},{""page_index"":3,""viewing_time"":275440.90000000596},{""page_index"":4,""viewing_time"":6527.9000000059605},{""page_index"":5,""viewing_time"":7515.199999988079},{""page_index"":6,""viewing_time"":1684.2000000029802},{""page_index"":7,""viewing_time"":1960.4000000059605}]","301558","","","","","",""
"","image-keyboard-response","2","313828","0.0-2.0","3QHK8ZVMIN4PVA97LONQ7TDITE7LB1","A24MNMHSFYW6B","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","5390.5999999940395","img/animal2.png","75","5391.9000000059605","75","1",""
"","html-keyboard-response","3","314131","0.0-3.0","3QHK8ZVMIN4PVA97LONQ7TDITE7LB1","A24MNMHSFYW6B","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal2.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","4","315835","0.0-4.0","3QHK8ZVMIN4PVA97LONQ7TDITE7LB1","A24MNMHSFYW6B","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","1702.6000000089407","img/animal2.png","75","1703.5999999940395","75","1",""
"","html-keyboard-response","5","316137","0.0-5.0","3QHK8ZVMIN4PVA97LONQ7TDITE7LB1","A24MNMHSFYW6B","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal2.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","6","316947","0.0-6.0","3QHK8ZVMIN4PVA97LONQ7TDITE7LB1","A24MNMHSFYW6B","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","808.1999999880791","img/animal2.png","75","809","75","1",""
"","html-keyboard-response","7","317249","0.0-7.0","3QHK8ZVMIN4PVA97LONQ7TDITE7LB1","A24MNMHSFYW6B","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal2.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","8","319042","0.0-8.0","3QHK8ZVMIN4PVA97LONQ7TDITE7LB1","A24MNMHSFYW6B","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","1792.4000000059605","img/animal3.png","76","1793.2999999970198","76","1",""
"","html-keyboard-response","9","319344","0.0-9.0","3QHK8ZVMIN4PVA97LONQ7TDITE7LB1","A24MNMHSFYW6B","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal3.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
