"success","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","view_history","rt","stimulus","key_press","reactionTime","a","r","s","reward_cond","responses"
"true","fullscreen","0","6778","0.0-0.0","31T4R4OBOT29QUCBVUIBZ81ZJSXC7E","A5NE8TWS8ZV7B","338431Z1FL1IVIVZ3BK6A6QS21HROA","","","","","","","","","",""
"","instructions","1","32379","0.0-1.0","31T4R4OBOT29QUCBVUIBZ81ZJSXC7E","A5NE8TWS8ZV7B","338431Z1FL1IVIVZ3BK6A6QS21HROA","[{""page_index"":0,""viewing_time"":4046},{""page_index"":1,""viewing_time"":2468},{""page_index"":2,""viewing_time"":566},{""page_index"":3,""viewing_time"":8427},{""page_index"":4,""viewing_time"":3627},{""page_index"":5,""viewing_time"":4067},{""page_index"":6,""viewing_time"":1497},{""page_index"":7,""viewing_time"":902}]","25600","","","","","","","",""
"","image-keyboard-response","2","33548","0.0-2.0","31T4R4OBOT29QUCBVUIBZ81ZJSXC7E","A5NE8TWS8ZV7B","338431Z1FL1IVIVZ3BK6A6QS21HROA","","1166","img/animal1.png","74","1167","1","1","3","1,0.7,0,1,0.7,0,0.7,0,1",""
"","html-keyboard-response","3","33857","0.0-3.0","31T4R4OBOT29QUCBVUIBZ81ZJSXC7E","A5NE8TWS8ZV7B","338431Z1FL1IVIVZ3BK6A6QS21HROA","","null","<img src=""img/animal1.png"" style=""width:200px; border:14px solid green;"">","null","","","","","",""
"","image-keyboard-response","4","34323","0.0-4.0","31T4R4OBOT29QUCBVUIBZ81ZJSXC7E","A5NE8TWS8ZV7B","338431Z1FL1IVIVZ3BK6A6QS21HROA","","464","img/animal1.png","74","466","1","0","3","1,0.7,0,1,0.7,0,0.7,0,1",""
"","html-keyboard-response","5","34633","0.0-5.0","31T4R4OBOT29QUCBVUIBZ81ZJSXC7E","A5NE8TWS8ZV7B","338431Z1FL1IVIVZ3BK6A6QS21HROA","","null","<img src=""img/animal1.png"" style=""width:200px;border:14px solid red;"">","null","","","","","",""
"","image-keyboard-response","6","35923","0.0-6.0","31T4R4OBOT29QUCBVUIBZ81ZJSXC7E","A5NE8TWS8ZV7B","338431Z1FL1IVIVZ3BK6A6QS21HROA","","1289","img/animal6.png","75","1291","2","0","2","1,0.7,0,1,0.7,0,0.7,0,1",""
"","html-keyboard-response","7","36236","0.0-7.0","31T4R4OBOT29QUCBVUIBZ81ZJSXC7E","A5NE8TWS8ZV7B","338431Z1FL1IVIVZ3BK6A6QS21HROA","","null","<img src=""img/animal6.png"" style=""width:200px;border:14px solid red;"">","null","","","","","",""
"","image-keyboard-response","8","37426","0.0-8.0","31T4R4OBOT29QUCBVUIBZ81ZJSXC7E","A5NE8TWS8ZV7B","338431Z1FL1IVIVZ3BK6A6QS21HROA","","1188","img/animal1.png","75","1191","2","0","3","1,0.7,0,1,0.7,0,0.7,0,1",""
"","html-keyboard-response","9","37732","0.0-9.0","31T4R4OBOT29QUCBVUIBZ81ZJSXC7E","A5NE8TWS8ZV7B","338431Z1FL1IVIVZ3BK6A6QS21HROA","","null","<img src=""img/animal1.png"" style=""width:200px;border:14px solid red;"">","null","","","","","",""
"","image-keyboard-response","10","39716","0.0-10.0","31T4R4OBOT29QUCBVUIBZ81ZJSXC7E","A5NE8TWS8ZV7B","338431Z1FL1IVIVZ3BK6A6QS21HROA","","1983","img/animal4.png","74","1984","1","1","1","1,0.7,0,1,0.7,0,0.7,0,1",""
"","html-keyboard-response","11","40022","0.0-11.0","31T4R4OBOT29QUCBVUIBZ81ZJSXC7E","A5NE8TWS8ZV7B","338431Z1FL1IVIVZ3BK6A6QS21HROA","","null","<img src=""img/animal4.png"" style=""width:200px; border:14px solid green;"">","null","","","","","",""
"","image-keyboard-response","12","40524","0.0-12.0","31T4R4OBOT29QUCBVUIBZ81ZJSXC7E","A5NE8TWS8ZV7B","338431Z1FL1IVIVZ3BK6A6QS21HROA","","500","img/animal4.png","74","500","1","1","1","1,0.7,0,1,0.7,0,0.7,0,1",""
"","html-keyboard-response","13","40827","0.0-13.0","31T4R4OBOT29QUCBVUIBZ81ZJSXC7E","A5NE8TWS8ZV7B","338431Z1FL1IVIVZ3BK6A6QS21HROA","","null","<img src=""img/animal4.png"" style=""width:200px; border:14px solid green;"">","null","","","","","",""
"","image-keyboard-response","14","41955","0.0-14.0","31T4R4OBOT29QUCBVUIBZ81ZJSXC7E","A5NE8TWS8ZV7B","338431Z1FL1IVIVZ3BK6A6QS21HROA","","1127","img/animal6.png","76","1127","3","0","2","1,0.7,0,1,0.7,0,0.7,0,1",""
"","html-keyboard-response","15","42267","0.0-15.0","31T4R4OBOT29QUCBVUIBZ81ZJSXC7E","A5NE8TWS8ZV7B","338431Z1FL1IVIVZ3BK6A6QS21HROA","","null","<img src=""img/animal6.png"" style=""width:200px;border:14px solid red;"">","null","","","","","",""
"","image-keyboard-response","16","43258","0.0-16.0","31T4R4OBOT29QUCBVUIBZ81ZJSXC7E","A5NE8TWS8ZV7B","338431Z1FL1IVIVZ3BK6A6QS21HROA","","990","img/animal1.png","75","991","2","0","3","1,0.7,0,1,0.7,0,0.7,0,1",""
