"success","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","view_history","rt","stimulus","key_press","reactionTime","chosenAction","reward","responses"
"true","fullscreen","0","6315","0.0-0.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","","","","","","",""
"","instructions","1","51387","0.0-1.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","[{""page_index"":0,""viewing_time"":8135.5999999996275},{""page_index"":1,""viewing_time"":4590.200000000186},{""page_index"":2,""viewing_time"":3510},{""page_index"":3,""viewing_time"":5142},{""page_index"":4,""viewing_time"":5858},{""page_index"":5,""viewing_time"":6039.799999999814},{""page_index"":6,""viewing_time"":8454.400000000373},{""page_index"":7,""viewing_time"":3341.9000000003725}]","45072.299999999814","","","","","",""
"","image-keyboard-response","2","59736","0.0-2.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","8348.700000000186","img/animal4.png","74","8349.5","74","0",""
"","html-keyboard-response","3","60041","0.0-3.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"","image-keyboard-response","4","64161","0.0-4.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","4119.600000000559","img/animal6.png","74","4120.299999999814","74","0",""
"","html-keyboard-response","5","64465","0.0-5.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal6.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"","image-keyboard-response","6","68736","0.0-6.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","4270.399999999441","img/animal5.png","74","4270.799999999814","74","1",""
"","html-keyboard-response","7","69041","0.0-7.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal5.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","8","70957","0.0-8.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","1914.6000000005588","img/animal5.png","74","1915.2000000001863","74","1",""
"","html-keyboard-response","9","71265","0.0-9.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal5.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","10","72785","0.0-10.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","1520.1000000005588","img/animal6.png","75","1520.7000000001863","75","1",""
"","html-keyboard-response","11","73089","0.0-11.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal6.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","12","78787","0.0-12.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","5697.399999999441","img/animal6.png","75","5698.100000000559","75","1",""
"","html-keyboard-response","13","79095","0.0-13.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal6.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","14","82867","0.0-14.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","3770.699999999255","img/animal4.png","76","3771.2000000001863","76","0",""
"","html-keyboard-response","15","83177","0.0-15.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"","image-keyboard-response","16","85822","0.0-16.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","2644","img/animal5.png","74","2644.7999999998137","74","1",""
"","html-keyboard-response","17","86128","0.0-17.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal5.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","18","86722","0.0-18.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","592.7000000001863","img/animal5.png","74","593.1999999992549","74","1",""
"","html-keyboard-response","19","87024","0.0-19.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal5.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","20","87547","0.0-20.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","522.5999999996275","img/animal5.png","74","523.0999999996275","74","1",""
"","html-keyboard-response","21","87856","0.0-21.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal5.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","22","88372","0.0-22.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","515.1000000005588","img/animal5.png","74","515.6000000005588","74","0",""
"","html-keyboard-response","23","88680","0.0-23.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal5.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"","image-keyboard-response","24","89362","0.0-24.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","681.3000000007451","img/animal5.png","74","681.9000000003725","74","1",""
"","html-keyboard-response","25","89672","0.0-25.0","3KKG4CDWKJKA99NPHCADU6GHJS994M","A2MWAXV1YRK5GH","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal5.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
