"success","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","view_history","rt","stimulus","key_press","reactionTime","chosenAction","reward","responses"
"true","fullscreen","0","2883","0.0-0.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","","","","","","",""
"","instructions","1","28539","0.0-1.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","[{""page_index"":0,""viewing_time"":11770.5},{""page_index"":1,""viewing_time"":1844.800000000745},{""page_index"":2,""viewing_time"":1294.199999999255},{""page_index"":3,""viewing_time"":3127.7000000011176},{""page_index"":4,""viewing_time"":2947.7999999988824},{""page_index"":5,""viewing_time"":1518.800000000745},{""page_index"":6,""viewing_time"":1688.0999999996275},{""page_index"":7,""viewing_time"":1462.300000000745}]","25654.800000000745","","","","","",""
"","image-keyboard-response","2","30653","0.0-2.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","2112.699999999255","img/animal5.png","76","2113.5999999996275","76","0",""
"","html-keyboard-response","3","30963","0.0-3.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal5.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"","image-keyboard-response","4","31733","0.0-4.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","768.6999999992549","img/animal3.png","75","769.5999999996275","75","1",""
"","html-keyboard-response","5","32043","0.0-5.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal3.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","6","33351","0.0-6.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","1306.5","img/animal4.png","74","1307.5","74","0",""
"","html-keyboard-response","7","33659","0.0-7.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"","image-keyboard-response","8","35045","0.0-8.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","1385","img/animal4.png","76","1385.800000000745","76","1",""
"","html-keyboard-response","9","35354","0.0-9.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","10","36197","0.0-10.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","842.6999999992549","img/animal5.png","74","843.3000000007451","74","0",""
"","html-keyboard-response","11","36506","0.0-11.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal5.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"","image-keyboard-response","12","37301","0.0-12.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","794.4000000003725","img/animal3.png","75","795","75","0",""
"","html-keyboard-response","13","37610","0.0-13.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal3.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"","image-keyboard-response","14","38797","0.0-14.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","1185.6000000014901","img/animal5.png","74","1186.4000000003725","74","0",""
"","html-keyboard-response","15","39106","0.0-15.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal5.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"","image-keyboard-response","16","40309","0.0-16.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","1201.8999999985099","img/animal4.png","76","1202.5999999996275","76","1",""
"","html-keyboard-response","17","40618","0.0-17.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","18","41245","0.0-18.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","626.5","img/animal4.png","76","627.1999999992549","76","1",""
"","html-keyboard-response","19","41555","0.0-19.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","20","42222","0.0-20.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","665.5999999996275","img/animal3.png","75","666.1999999992549","75","0",""
"","html-keyboard-response","21","42523","0.0-21.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal3.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"","image-keyboard-response","22","43332","0.0-22.0","3JNQLM5FT58V7X9B2VUF60AEZ8UL2Z","A2IQ0QCTQ3KWLT","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","809","img/animal3.png","75","809.5","75","1",""
