"success","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","view_history","rt","stimulus","key_press","reactionTime","a","r","s","reward_cond","responses"
"true","fullscreen","0","2491","0.0-0.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","","","","","","","","",""
"","instructions","1","21820","0.0-1.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","[{""page_index"":0,""viewing_time"":5634},{""page_index"":1,""viewing_time"":1500},{""page_index"":2,""viewing_time"":1674},{""page_index"":3,""viewing_time"":1816},{""page_index"":4,""viewing_time"":1678},{""page_index"":5,""viewing_time"":2124},{""page_index"":6,""viewing_time"":3923},{""page_index"":7,""viewing_time"":976}]","19325","","","","","","","",""
"","image-keyboard-response","2","23871","0.0-2.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","2049","img/animal6.png","76","2050","3","1","3","1,0.7,0,0,1,0.7,0.7,0,1",""
"","html-keyboard-response","3","24180","0.0-3.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/animal6.png"" style=""width:200px; border:14px solid green;"">","null","","","","","",""
"","image-keyboard-response","4","25359","0.0-4.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","1179","img/animal5.png","75","1180","2","1","2","1,0.7,0,0,1,0.7,0.7,0,1",""
"","html-keyboard-response","5","25663","0.0-5.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/animal5.png"" style=""width:200px; border:14px solid green;"">","null","","","","","",""
"","image-keyboard-response","6","26372","0.0-6.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","707","img/animal6.png","76","707","3","1","3","1,0.7,0,0,1,0.7,0.7,0,1",""
"","html-keyboard-response","7","26680","0.0-7.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/animal6.png"" style=""width:200px; border:14px solid green;"">","null","","","","","",""
"","image-keyboard-response","8","27129","0.0-8.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","449","img/animal5.png","75","449","2","1","2","1,0.7,0,0,1,0.7,0.7,0,1",""
"","html-keyboard-response","9","27443","0.0-9.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/animal5.png"" style=""width:200px; border:14px solid green;"">","null","","","","","",""
"","image-keyboard-response","10","28139","0.0-10.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","695","img/animal5.png","75","695","2","1","2","1,0.7,0,0,1,0.7,0.7,0,1",""
"","html-keyboard-response","11","28444","0.0-11.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/animal5.png"" style=""width:200px; border:14px solid green;"">","null","","","","","",""
"","image-keyboard-response","12","29251","0.0-12.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","805","img/animal1.png","74","807","1","1","1","1,0.7,0,0,1,0.7,0.7,0,1",""
"","html-keyboard-response","13","29561","0.0-13.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/animal1.png"" style=""width:200px; border:14px solid green;"">","null","","","","","",""
"","image-keyboard-response","14","30251","0.0-14.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","689","img/animal5.png","75","690","2","1","2","1,0.7,0,0,1,0.7,0.7,0,1",""
"","html-keyboard-response","15","30560","0.0-15.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/animal5.png"" style=""width:200px; border:14px solid green;"">","null","","","","","",""
"","image-keyboard-response","16","31279","0.0-16.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","719","img/animal5.png","75","719","2","1","2","1,0.7,0,0,1,0.7,0.7,0,1",""
"","html-keyboard-response","17","31593","0.0-17.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/animal5.png"" style=""width:200px; border:14px solid green;"">","null","","","","","",""
"","image-keyboard-response","18","31990","0.0-18.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","396","img/animal1.png","74","396","1","1","1","1,0.7,0,0,1,0.7,0.7,0,1",""
"","html-keyboard-response","19","32292","0.0-19.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/animal1.png"" style=""width:200px; border:14px solid green;"">","null","","","","","",""
"","image-keyboard-response","20","32911","0.0-20.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","619","img/animal6.png","76","619","3","1","3","1,0.7,0,0,1,0.7,0.7,0,1",""
"","html-keyboard-response","21","33212","0.0-21.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/animal6.png"" style=""width:200px; border:14px solid green;"">","null","","","","","",""
"","image-keyboard-response","22","33668","0.0-22.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","454","img/animal6.png","76","454","3","1","3","1,0.7,0,0,1,0.7,0.7,0,1",""
"","html-keyboard-response","23","33982","0.0-23.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/animal6.png"" style=""width:200px; border:14px solid green;"">","null","","","","","",""
"","image-keyboard-response","24","34348","0.0-24.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","364","img/animal6.png","76","365","3","1","3","1,0.7,0,0,1,0.7,0.7,0,1",""
"","html-keyboard-response","25","34653","0.0-25.0","3NGI5ARFTURE9X6DBJN8IY9TFPFP1B","A3ROADR7T6811","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/animal6.png"" style=""width:200px; border:14px solid green;"">","null","","","","","",""
