"success","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","view_history","rt","stimulus","key_press","reactionTime","chosenAction","reward","responses"
"true","fullscreen","0","2973","0.0-0.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","","","","","","",""
"","instructions","1","29962","0.0-1.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","[{""page_index"":0,""viewing_time"":6767.29999999702},{""page_index"":1,""viewing_time"":4648.0999999940395},{""page_index"":2,""viewing_time"":2319.300000011921},{""page_index"":3,""viewing_time"":2856.5},{""page_index"":4,""viewing_time"":2368.2999999970198},{""page_index"":5,""viewing_time"":2559},{""page_index"":6,""viewing_time"":4240.29999999702},{""page_index"":7,""viewing_time"":1224.4000000059605}]","26985.59999999404","","","","","",""
"","image-keyboard-response","2","39377","0.0-2.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","9412.10000000894","img/animal3.png","74","9415","74","0",""
"","html-keyboard-response","3","39686","0.0-3.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal3.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"","image-keyboard-response","4","50912","0.0-4.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","11223.10000000894","img/animal2.png","74","11225","74","1",""
"","html-keyboard-response","5","51222","0.0-5.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal2.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","6","58511","0.0-6.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","7286.70000000298","img/animal4.png","76","7289","76","0",""
"","html-keyboard-response","7","58822","0.0-7.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"","image-keyboard-response","8","70671","0.0-8.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","11846.79999999702","img/animal2.png","74","11848.5","74","1",""
"","html-keyboard-response","9","70974","0.0-9.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal2.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","10","72864","0.0-10.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","1886.5","img/animal3.png","76","1888.9000000059605","76","1",""
"","html-keyboard-response","11","73166","0.0-11.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal3.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","12","73759","0.0-12.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","590.9000000059605","img/animal3.png","76","593","76","1",""
"","html-keyboard-response","13","74062","0.0-13.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal3.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","14","75360","0.0-14.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","1295.7999999970198","img/animal2.png","74","1297.7999999970198","74","1",""
"","html-keyboard-response","15","75670","0.0-15.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal2.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","16","76655","0.0-16.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","982.9000000059605","img/animal3.png","76","984.7000000029802","76","1",""
"","html-keyboard-response","17","76958","0.0-17.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal3.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","18","77871","0.0-18.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","910.6000000089407","img/animal4.png","75","912.5","75","1",""
"","html-keyboard-response","19","78182","0.0-19.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","20","79024","0.0-20.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","839.6000000089407","img/animal3.png","76","841.5999999940395","76","1",""
"","html-keyboard-response","21","79326","0.0-21.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal3.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","22","79920","0.0-22.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","591.2000000029802","img/animal2.png","74","592.9000000059605","74","1",""
"","html-keyboard-response","23","80222","0.0-23.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal2.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","24","80718","0.0-24.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","495","img/animal2.png","74","496.29999999701977","74","1",""
"","html-keyboard-response","25","81022","0.0-25.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal2.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","26","81568","0.0-26.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","544","img/animal2.png","74","545.5999999940395","74","1",""
"","html-keyboard-response","27","81878","0.0-27.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal2.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","28","82735","0.0-28.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","855.1999999880791","img/animal4.png","75","857.1000000089407","75","1",""
"","html-keyboard-response","29","83038","0.0-29.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","30","83855","0.0-30.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","815.1000000089407","img/animal3.png","76","816.7000000029802","76","1",""
"","html-keyboard-response","31","84158","0.0-31.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal3.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","32","84641","0.0-32.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","481.70000000298023","img/animal3.png","76","483.09999999403954","76","1",""
"","html-keyboard-response","33","84950","0.0-33.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal3.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","34","86495","0.0-34.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","1543","img/animal4.png","75","1544.800000011921","75","1",""
"","html-keyboard-response","35","86798","0.0-35.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","36","87375","0.0-36.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","575","img/animal4.png","75","576.6999999880791","75","1",""
"","html-keyboard-response","37","87678","0.0-37.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","38","89632","0.0-38.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","1953","img/animal2.png","74","1954.199999988079","74","1",""
"","html-keyboard-response","39","89934","0.0-39.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal2.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","40","90847","0.0-40.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","911.0999999940395","img/animal4.png","76","913.2999999970198","76","1",""
"","html-keyboard-response","41","91150","0.0-41.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","42","91935","0.0-42.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","783.6999999880791","img/animal3.png","75","785.1999999880791","75","0",""
"","html-keyboard-response","43","92238","0.0-43.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal3.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"","image-keyboard-response","44","94752","0.0-44.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","2511.2000000029802","img/animal4.png","75","2513.4000000059605","75","1",""
"","html-keyboard-response","45","95054","0.0-45.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","46","95712","0.0-46.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","655.7000000029802","img/animal4.png","75","657.2999999970198","75","1",""
"","html-keyboard-response","47","96014","0.0-47.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","48","96783","0.0-48.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","766.9000000059605","img/animal2.png","74","768.7000000029802","74","1",""
"","html-keyboard-response","49","97086","0.0-49.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal2.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","50","97615","0.0-50.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","527.3000000119209","img/animal3.png","76","529","76","1",""
"","html-keyboard-response","51","97918","0.0-51.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal3.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","52","98815","0.0-52.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","895","img/animal2.png","74","897","74","1",""
"","html-keyboard-response","53","99118","0.0-53.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal2.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","54","100208","0.0-54.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","1087.7000000029802","img/animal4.png","75","1089.5","75","1",""
"","html-keyboard-response","55","100510","0.0-55.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","56","101231","0.0-56.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","719.2999999970198","img/animal4.png","75","721.2000000029802","75","1",""
"","html-keyboard-response","57","101534","0.0-57.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","58","102048","0.0-58.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","511.5","img/animal3.png","76","513.3999999910593","76","1",""
"","html-keyboard-response","59","102350","0.0-59.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal3.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","60","102863","0.0-60.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","511.09999999403954","img/animal3.png","76","512.9000000059605","76","1",""
"","html-keyboard-response","61","103166","0.0-61.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal3.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","62","103887","0.0-62.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","719","img/animal2.png","74","720.6999999880791","74","1",""
"","html-keyboard-response","63","104190","0.0-63.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal2.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","64","104976","0.0-64.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","783.2000000029802","img/animal4.png","75","785.9000000059605","75","1",""
"","html-keyboard-response","65","105286","0.0-65.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","66","106767","0.0-66.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","1479.5","img/animal4.png","75","1480.9000000059605","75","1",""
"","html-keyboard-response","67","107070","0.0-67.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","68","107663","0.0-68.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","591.7000000029802","img/animal4.png","75","593.5999999940395","75","1",""
"","html-keyboard-response","69","107966","0.0-69.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","70","108479","0.0-70.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","511","img/animal4.png","75","512.3999999910593","75","1",""
"","html-keyboard-response","71","108782","0.0-71.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","72","109471","0.0-72.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","687.2999999970198","img/animal3.png","76","689.5","76","1",""
"","html-keyboard-response","73","109782","0.0-73.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal3.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","74","110192","0.0-74.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","407.70000000298023","img/animal3.png","76","409.30000001192093","76","1",""
"","html-keyboard-response","75","110502","0.0-75.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal3.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","76","111008","0.0-76.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","503.79999999701977","img/animal2.png","74","505.6000000089407","74","1",""
"","html-keyboard-response","77","111310","0.0-77.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal2.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","78","112111","0.0-78.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","799.4000000059605","img/animal4.png","75","801.1999999880791","75","1",""
"","html-keyboard-response","79","112414","0.0-79.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","80","113119","0.0-80.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","703.1000000089407","img/animal3.png","76","704.7000000029802","76","1",""
"","html-keyboard-response","81","113422","0.0-81.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/animal3.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","82","114928","0.0-82.0","3NLZY2D53QBCZGBW46KG2I8HFE8QLI","AHKYVHP6591H8","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","1504.3999999910593","img/animal2.png","74","1506","74","1",""
