"success","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","view_history","rt","stimulus","key_press","reactionTime","a","r","s","reward_cond","warning","responses"
"true","fullscreen","0","4046","0.0-0.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","","","","","","","","","",""
"","instructions","1","20339","0.0-1.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","[{""page_index"":0,""viewing_time"":4706.099999997765},{""page_index"":1,""viewing_time"":1678.1000000014901},{""page_index"":0,""viewing_time"":3231.89999999851},{""page_index"":1,""viewing_time"":632.4000000022352},{""page_index"":2,""viewing_time"":319.3999999985099},{""page_index"":3,""viewing_time"":1593.3999999985099},{""page_index"":4,""viewing_time"":975.9000000022352},{""page_index"":5,""viewing_time"":1800.8999999985099},{""page_index"":6,""viewing_time"":1350.1000000014901}]","16290.199999999255","","","","","","","","",""
"","image-keyboard-response","2","21610","0.0-2.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","1268.800000000745","img/food2.png","74","1270.9000000022352","1","1","1","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","3","21917","0.0-3.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","null","<img src=""img/food2.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","4","22478","0.0-4.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","559.3000000007451","img/food1.png","75","561.1000000014901","2","1","2","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","5","22781","0.0-5.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","null","<img src=""img/food1.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","6","23381","0.0-6.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","599","img/food2.png","76","600.5","3","0","1","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","7","23685","0.0-7.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","null","<img src=""img/food2.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","",""
"","image-keyboard-response","8","24695","0.0-8.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","1008.5","img/food5.png","74","1010.1000000014901","1","1","3","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","9","25004","0.0-9.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","null","<img src=""img/food5.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","10","25498","0.0-10.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","491.9000000022352","img/food2.png","75","493.30000000074506","2","1","1","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","11","25804","0.0-11.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","null","<img src=""img/food2.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","12","26161","0.0-12.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","355.5","img/food2.png","75","356.69999999925494","2","0","1","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","13","26469","0.0-13.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","null","<img src=""img/food2.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","",""
"","image-keyboard-response","14","27027","0.0-14.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","556.8000000007451","img/food1.png","76","558.5","3","0","2","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","15","27333","0.0-15.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","null","<img src=""img/food1.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","",""
"","image-keyboard-response","16","28136","0.0-16.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","801.4000000022352","img/food1.png","74","802.8999999985099","1","1","2","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","17","28445","0.0-17.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","null","<img src=""img/food1.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","18","28901","0.0-18.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","454.19999999925494","img/food1.png","74","455.80000000074506","1","1","2","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","19","29205","0.0-19.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","null","<img src=""img/food1.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","20","29854","0.0-20.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","646.6999999992549","img/food2.png","76","648.9000000022352","3","0","1","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","21","30158","0.0-21.0","3IXQG4FA2UKUU88YWRK02KMNWXLB9I","AR5M3HHTQV9QY","3OYHVNTV5TKW8EI4DRB99U4E79NKOA","","null","<img src=""img/food2.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","",""
