"success","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","view_history","rt","stimulus","key_press","reactionTime","chosenAction","reward","responses"
"true","fullscreen","0","6612","0.0-0.0","32XVDSJFP0JFDFRW27VU6DP3ZDKM22","A3L0DCUXI7X3A9","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","","","","","","",""
"","instructions","1","32137","0.0-1.0","32XVDSJFP0JFDFRW27VU6DP3ZDKM22","A3L0DCUXI7X3A9","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","[{""page_index"":0,""viewing_time"":4171.600000008941},{""page_index"":1,""viewing_time"":2503.7999999970198},{""page_index"":2,""viewing_time"":3043.0999999940395},{""page_index"":3,""viewing_time"":5939.100000008941},{""page_index"":4,""viewing_time"":2412},{""page_index"":5,""viewing_time"":4700.5999999940395},{""page_index"":6,""viewing_time"":2752.2999999970198}]","25523","","","","","",""
"","image-keyboard-response","2","33446","0.0-2.0","32XVDSJFP0JFDFRW27VU6DP3ZDKM22","A3L0DCUXI7X3A9","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","1307.4000000059605","img/food3.png","74","1308.7000000029802","74","0",""
"","html-keyboard-response","3","33750","0.0-3.0","32XVDSJFP0JFDFRW27VU6DP3ZDKM22","A3L0DCUXI7X3A9","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/food3.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"","image-keyboard-response","4","35542","0.0-4.0","32XVDSJFP0JFDFRW27VU6DP3ZDKM22","A3L0DCUXI7X3A9","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","1789.7000000029802","img/food6.png","74","1791.0999999940395","74","0",""
"","html-keyboard-response","5","35844","0.0-5.0","32XVDSJFP0JFDFRW27VU6DP3ZDKM22","A3L0DCUXI7X3A9","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/food6.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"","image-keyboard-response","6","37221","0.0-6.0","32XVDSJFP0JFDFRW27VU6DP3ZDKM22","A3L0DCUXI7X3A9","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","1376.0999999940395","img/food6.png","75","1376.8999999910593","75","0",""
"","html-keyboard-response","7","37524","0.0-7.0","32XVDSJFP0JFDFRW27VU6DP3ZDKM22","A3L0DCUXI7X3A9","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/food6.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"","image-keyboard-response","8","39653","0.0-8.0","32XVDSJFP0JFDFRW27VU6DP3ZDKM22","A3L0DCUXI7X3A9","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","2127.5","img/food3.png","76","2128.6000000089407","76","1",""
"","html-keyboard-response","9","39955","0.0-9.0","32XVDSJFP0JFDFRW27VU6DP3ZDKM22","A3L0DCUXI7X3A9","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","null","<img src=""img/food3.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","image-keyboard-response","10","41268","0.0-10.0","32XVDSJFP0JFDFRW27VU6DP3ZDKM22","A3L0DCUXI7X3A9","3SBNLSTU6UR0TCQ1NJ03LFGS7YQZDZ","","1310.7000000029802","img/food3.png","76","1311.7000000029802","76","0",""
