"success","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","view_history","rt","stimulus","key_press","reactionTime","a","r","s","reward_cond","warning","responses"
"true","fullscreen","0","3574","0.0-0.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","","","","","","","","","",""
"","instructions","1","51691","0.0-1.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","[{""page_index"":0,""viewing_time"":2721},{""page_index"":1,""viewing_time"":1472},{""page_index"":2,""viewing_time"":1243},{""page_index"":3,""viewing_time"":33262},{""page_index"":4,""viewing_time"":2181},{""page_index"":5,""viewing_time"":5956},{""page_index"":6,""viewing_time"":1273}]","48112","","","","","","","","",""
"","image-keyboard-response","2","54654","0.0-2.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","2957","img/food3.png","74","2961","1","1","3","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","3","54967","0.0-3.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/food3.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","4","55920","0.0-4.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","933","img/food3.png","74","951","1","1","3","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","5","56231","0.0-5.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/food3.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","6","58054","0.0-6.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","1821","img/food2.png","75","1824","2","1","2","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","7","58375","0.0-7.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/food2.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","8","59415","0.0-8.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","1038","img/food3.png","74","1040","1","1","3","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","9","59720","0.0-9.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/food3.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","10","60444","0.0-10.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","722","img/food3.png","74","724","1","1","3","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","11","60757","0.0-11.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/food3.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","12","61741","0.0-12.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","981","img/food4.png","76","983","3","0","1","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","13","62046","0.0-13.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/food4.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","",""
"","image-keyboard-response","14","62955","0.0-14.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","908","img/food2.png","75","910","2","1","2","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","15","63269","0.0-15.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/food2.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","16","63979","0.0-16.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","709","img/food2.png","75","710","2","0","2","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","17","64337","0.0-17.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/food2.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","",""
"","image-keyboard-response","18","65289","0.0-18.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","951","img/food2.png","76","952","3","0","2","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","19","65611","0.0-19.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/food2.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","",""
"","image-keyboard-response","20","66753","0.0-20.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","1133","img/food4.png","75","1141","2","1","1","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","21","67058","0.0-21.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/food4.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","22","68023","0.0-22.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","964","img/food3.png","74","965","1","1","3","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","23","68329","0.0-23.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/food3.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","24","69432","0.0-24.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","1099","img/food2.png","75","1102","2","1","2","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","25","69735","0.0-25.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/food2.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","26","121916","0.0-26.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","52177","img/food4.png","75","52180","2","1","1","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","27","122228","0.0-27.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/food4.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","28","123270","0.0-28.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","1039","img/food3.png","74","1042","1","1","3","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","29","123592","0.0-29.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/food3.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","30","124466","0.0-30.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","868","img/food4.png","75","873","2","1","1","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","31","124773","0.0-31.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/food4.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","",""
"","image-keyboard-response","32","125718","0.0-32.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","934","img/food2.png","75","944","2","0","2","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","33","126028","0.0-33.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/food2.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","",""
"","image-keyboard-response","34","127206","0.0-34.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","1176","img/food3.png","74","1178","1","0","3","1,0.7,0,1,0.7,0,0.7,0,1","",""
"","html-keyboard-response","35","127513","0.0-35.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","null","<img src=""img/food3.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","",""
"","image-keyboard-response","36","129042","0.0-36.0","34BBWHLWHBXFTCZCVCM92RYBPOQIWO","ARFJTVZE5IKLC","3VJ4PFXFJ3TL96TFXMATEMT7KJHUAI","","1526","img/food4.png","75","1528","2","1","1","1,0.7,0,1,0.7,0,0.7,0,1","",""
