"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","success","view_history","stimulus","key_press","reactionTime","a","r","s","cond","reward_cond","reward_cond_actual","reward_matrix_idx","responses"
"57276","consent.html","external-html","0","57378","0.0-0.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","","","","","","","","","","",""
"","","fullscreen","1","62518","0.0-1.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","true","","","","","","","","","","","",""
"262517","","instructions","2","325035","0.0-2.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","[{""page_index"":0,""viewing_time"":31301},{""page_index"":1,""viewing_time"":32360},{""page_index"":2,""viewing_time"":23417},{""page_index"":3,""viewing_time"":19971},{""page_index"":4,""viewing_time"":26857},{""page_index"":5,""viewing_time"":75775},{""page_index"":6,""viewing_time"":52834}]","","","","","","","","","","",""
"84449","","instructions","3","409485","0.0-3.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","[{""page_index"":0,""viewing_time"":84448}]","","","","","","","","","","",""
"1941","","image-keyboard-response","4","411429","0.0-4.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","img/flower6.png","76","1944","3","1","3","","","","",""
"null","","html-keyboard-response","5","411731","0.0-5.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","<img src=""img/flower6.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"2352","","image-keyboard-response","6","414084","0.0-6.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","img/flower4.png","74","2352","1","1","1","","","","",""
"null","","html-keyboard-response","7","414385","0.0-7.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","<img src=""img/flower4.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"1123","","image-keyboard-response","8","415508","0.0-8.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","img/flower6.png","76","1123","3","0","3","","","","",""
"null","","html-keyboard-response","9","415809","0.0-9.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","<img src=""img/flower6.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","","","",""
"1017","","image-keyboard-response","10","416828","0.0-10.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","img/flower6.png","74","1018","1","0","3","","","","",""
"null","","html-keyboard-response","11","417129","0.0-11.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","<img src=""img/flower6.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","","","",""
"1306","","image-keyboard-response","12","418436","0.0-12.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","img/flower6.png","76","1307","3","1","3","","","","",""
"null","","html-keyboard-response","13","418736","0.0-13.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","<img src=""img/flower6.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"2379","","image-keyboard-response","14","421117","0.0-14.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","img/flower5.png","75","2380","2","1","2","","","","",""
"null","","html-keyboard-response","15","421418","0.0-15.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","<img src=""img/flower5.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"1352","","image-keyboard-response","16","422772","0.0-16.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","img/flower4.png","74","1353","1","1","1","","","","",""
"null","","html-keyboard-response","17","423073","0.0-17.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","<img src=""img/flower4.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"929","","image-keyboard-response","18","424004","0.0-18.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","img/flower6.png","76","930","3","1","3","","","","",""
"null","","html-keyboard-response","19","424305","0.0-19.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","<img src=""img/flower6.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"1025","","image-keyboard-response","20","425332","0.0-20.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","img/flower6.png","76","1026","3","1","3","","","","",""
"null","","html-keyboard-response","21","425633","0.0-21.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","<img src=""img/flower6.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"2866","","image-keyboard-response","22","428500","0.0-22.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","img/flower4.png","74","2867","1","1","1","","","","",""
"null","","html-keyboard-response","23","428801","0.0-23.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","<img src=""img/flower4.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"970","","image-keyboard-response","24","429772","0.0-24.0","3J2UYBXQQMY6S23Q04KZYTZ2FZ160F","A2SKY4RRWII0BF","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","img/flower5.png","75","971","2","1","2","","","","",""
