"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","success","view_history","stimulus","key_press","reactionTime","a","r","s","cond","reward_cond","reward_cond_actual","reward_matrix_idx","responses"
"3104500.399999976","consent.html","external-html","0","3104785","0.0-0.0","3TYCR1GOTD5LD8CNR23TTBKLN18ZL7","AIXZNUNYZHM4I","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","","","","","","","","","","",""
"","","fullscreen","1","3171706","0.0-1.0","3TYCR1GOTD5LD8CNR23TTBKLN18ZL7","AIXZNUNYZHM4I","3MVY4USGB69K0BK9K576GJZ2CVDSII","true","","","","","","","","","","","",""
"77296.69999998808","","instructions","2","3249004","0.0-2.0","3TYCR1GOTD5LD8CNR23TTBKLN18ZL7","AIXZNUNYZHM4I","3MVY4USGB69K0BK9K576GJZ2CVDSII","","[{""page_index"":0,""viewing_time"":28502},{""page_index"":1,""viewing_time"":2448.300000011921},{""page_index"":2,""viewing_time"":7617.799999982119},{""page_index"":3,""viewing_time"":23807.30000001192},{""page_index"":4,""viewing_time"":4649.699999988079},{""page_index"":5,""viewing_time"":2741.2000000178814},{""page_index"":6,""viewing_time"":7529.799999982119}]","","","","","","","","","","",""
"4718.5","","instructions","3","3253723","0.0-3.0","3TYCR1GOTD5LD8CNR23TTBKLN18ZL7","AIXZNUNYZHM4I","3MVY4USGB69K0BK9K576GJZ2CVDSII","","[{""page_index"":0,""viewing_time"":4718.200000017881}]","","","","","","","","","","",""
"1526","","image-keyboard-response","4","3255251","0.0-4.0","3TYCR1GOTD5LD8CNR23TTBKLN18ZL7","AIXZNUNYZHM4I","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","img/flower4.png","76","1527.4000000059605","3","0","1","","","","",""
"null","","html-keyboard-response","5","3255556","0.0-5.0","3TYCR1GOTD5LD8CNR23TTBKLN18ZL7","AIXZNUNYZHM4I","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","<img src=""img/flower4.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","","","",""
"1774.2000000178814","","image-keyboard-response","6","3257332","0.0-6.0","3TYCR1GOTD5LD8CNR23TTBKLN18ZL7","AIXZNUNYZHM4I","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","img/flower6.png","74","1775.5","1","0","3","","","","",""
"null","","html-keyboard-response","7","3257635","0.0-7.0","3TYCR1GOTD5LD8CNR23TTBKLN18ZL7","AIXZNUNYZHM4I","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","<img src=""img/flower6.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","","","",""
"1239","","image-keyboard-response","8","3258875","0.0-8.0","3TYCR1GOTD5LD8CNR23TTBKLN18ZL7","AIXZNUNYZHM4I","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","img/flower5.png","75","1240.0999999940395","2","0","2","","","","",""
"null","","html-keyboard-response","9","3259186","0.0-9.0","3TYCR1GOTD5LD8CNR23TTBKLN18ZL7","AIXZNUNYZHM4I","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","<img src=""img/flower5.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","","","",""
"1234.5","","image-keyboard-response","10","3260421","0.0-10.0","3TYCR1GOTD5LD8CNR23TTBKLN18ZL7","AIXZNUNYZHM4I","3MVY4USGB69K0BK9K576GJZ2CVDSII","","","img/flower5.png","75","1235.2000000178814","2","1","2","","","","",""
