"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","success","view_history","stimulus","key_press","reactionTime","a","r","s","cond","reward_cond","reward_cond_actual","reward_matrix_idx","responses"
"14110.199999988079","consent.html","external-html","0","14205","0.0-0.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","","","","","","","","","","",""
"","","fullscreen","1","16217","0.0-1.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","true","","","","","","","","","","","",""
"111648.40000003576","","instructions","2","127868","0.0-2.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","[{""page_index"":0,""viewing_time"":37511.30000001192},{""page_index"":1,""viewing_time"":7610.100000023842},{""page_index"":2,""viewing_time"":8978},{""page_index"":3,""viewing_time"":31792.299999952316},{""page_index"":4,""viewing_time"":7253.400000035763},{""page_index"":5,""viewing_time"":14648.300000011921},{""page_index"":6,""viewing_time"":3854.099999964237}]","","","","","","","","","","",""
"23199.899999976158","","instructions","3","151069","0.0-3.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","[{""page_index"":0,""viewing_time"":23198.69999998808}]","","","","","","","","","","",""
"679.6999999880791","","image-keyboard-response","4","151753","0.0-4.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","img/flower4.png","74","683.1999999880791","1","1","1","","","","",""
"null","","html-keyboard-response","5","152071","0.0-5.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","<img src=""img/flower4.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"731.0999999642372","","image-keyboard-response","6","152804","0.0-6.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","img/flower4.png","74","733.3000000119209","1","0","1","","","","",""
"null","","html-keyboard-response","7","153110","0.0-7.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","<img src=""img/flower4.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","","","",""
"1186.3999999761581","","image-keyboard-response","8","154299","0.0-8.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","img/flower4.png","74","1187.8999999761581","1","1","1","","","","",""
"null","","html-keyboard-response","9","154606","0.0-9.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","<img src=""img/flower4.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"465","","image-keyboard-response","10","155074","0.0-10.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","img/flower4.png","74","467.0999999642372","1","1","1","","","","",""
"null","","html-keyboard-response","11","155381","0.0-11.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","<img src=""img/flower4.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"337.89999997615814","","image-keyboard-response","12","155722","0.0-12.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","img/flower4.png","74","340.10000002384186","1","0","1","","","","",""
"null","","html-keyboard-response","13","156035","0.0-13.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","<img src=""img/flower4.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","","","",""
"686.9000000357628","","image-keyboard-response","14","156723","0.0-14.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","img/flower5.png","75","688.7000000476837","2","1","2","","","","",""
"null","","html-keyboard-response","15","157029","0.0-15.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","<img src=""img/flower5.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"266.89999997615814","","image-keyboard-response","16","157298","0.0-16.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","img/flower5.png","75","268.7999999523163","2","1","2","","","","",""
"null","","html-keyboard-response","17","157606","0.0-17.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","<img src=""img/flower5.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"341.7999999523163","","image-keyboard-response","18","157950","0.0-18.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","img/flower5.png","75","344.19999998807907","2","1","2","","","","",""
"null","","html-keyboard-response","19","158260","0.0-19.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","<img src=""img/flower5.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"505.7000000476837","","image-keyboard-response","20","158768","0.0-20.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","img/flower6.png","76","507.69999998807907","3","0","3","","","","",""
"null","","html-keyboard-response","21","159083","0.0-21.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","<img src=""img/flower6.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","","","",""
"178.60000002384186","","image-keyboard-response","22","159264","0.0-22.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","img/flower6.png","76","180.9000000357628","3","0","3","","","","",""
"null","","html-keyboard-response","23","159579","0.0-23.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","<img src=""img/flower6.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","","","",""
"284.0999999642372","","image-keyboard-response","24","159865","0.0-24.0","3SITXWYCNWVKV4QWZ7QEIN8537PXBE","A24LB89P1BPKKF","3THR0FZ95PF7SK0MYRNAOUHTWA4OLV","","","img/flower6.png","76","285.69999998807907","3","1","3","","","","",""
