"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","success","view_history","stimulus","key_press","reactionTime","chosenAction","reward","responses"
"236373.90000000596","consent.html","external-html","0","236936","0.0-0.0","3I2PTA7R3UG1FATEJ68FNIV2QE3QKF","A3CGQOJC28OVGN","3KA7IJSNW6RD0BQBMEBVZRQEUE8BPK","","","","","","","",""
"","","fullscreen","1","239977","0.0-1.0","3I2PTA7R3UG1FATEJ68FNIV2QE3QKF","A3CGQOJC28OVGN","3KA7IJSNW6RD0BQBMEBVZRQEUE8BPK","true","","","","","","",""
"55546.40000000596","","instructions","2","295525","0.0-2.0","3I2PTA7R3UG1FATEJ68FNIV2QE3QKF","A3CGQOJC28OVGN","3KA7IJSNW6RD0BQBMEBVZRQEUE8BPK","","[{""page_index"":0,""viewing_time"":6644.799999982119},{""page_index"":1,""viewing_time"":6429.5},{""page_index"":2,""viewing_time"":144.2000000178814},{""page_index"":3,""viewing_time"":1343.5999999940395},{""page_index"":2,""viewing_time"":8411.800000011921},{""page_index"":3,""viewing_time"":6842.0999999940395},{""page_index"":4,""viewing_time"":6153.4000000059605},{""page_index"":5,""viewing_time"":11673.09999999404},{""page_index"":6,""viewing_time"":7903.4000000059605}]","","","","","",""
"16346.09999999404","","instructions","3","311871","0.0-3.0","3I2PTA7R3UG1FATEJ68FNIV2QE3QKF","A3CGQOJC28OVGN","3KA7IJSNW6RD0BQBMEBVZRQEUE8BPK","","[{""page_index"":0,""viewing_time"":16345.90000000596}]","","","","","",""
"1374.5999999940395","","image-keyboard-response","4","313248","0.0-4.0","3I2PTA7R3UG1FATEJ68FNIV2QE3QKF","A3CGQOJC28OVGN","3KA7IJSNW6RD0BQBMEBVZRQEUE8BPK","","","img/flower4.png","74","1376","74","1",""
"null","","html-keyboard-response","5","313561","0.0-5.0","3I2PTA7R3UG1FATEJ68FNIV2QE3QKF","A3CGQOJC28OVGN","3KA7IJSNW6RD0BQBMEBVZRQEUE8BPK","","","<img src=""img/flower4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"2768.699999988079","","image-keyboard-response","6","316331","0.0-6.0","3I2PTA7R3UG1FATEJ68FNIV2QE3QKF","A3CGQOJC28OVGN","3KA7IJSNW6RD0BQBMEBVZRQEUE8BPK","","","img/flower4.png","74","2769.4000000059605","74","0",""
"null","","html-keyboard-response","7","316640","0.0-7.0","3I2PTA7R3UG1FATEJ68FNIV2QE3QKF","A3CGQOJC28OVGN","3KA7IJSNW6RD0BQBMEBVZRQEUE8BPK","","","<img src=""img/flower4.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"1905.5999999940395","","image-keyboard-response","8","318546","0.0-8.0","3I2PTA7R3UG1FATEJ68FNIV2QE3QKF","A3CGQOJC28OVGN","3KA7IJSNW6RD0BQBMEBVZRQEUE8BPK","","","img/flower6.png","76","1906.199999988079","76","0",""
"null","","html-keyboard-response","9","318851","0.0-9.0","3I2PTA7R3UG1FATEJ68FNIV2QE3QKF","A3CGQOJC28OVGN","3KA7IJSNW6RD0BQBMEBVZRQEUE8BPK","","","<img src=""img/flower6.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
