"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","success","view_history","stimulus","key_press","reactionTime","chosenAction","reward","responses"
"37547.40000003576","consent.html","external-html","0","37619","0.0-0.0","39OWYR0EPLDZ8QSM95YCKR6ZHQIFYI","A3VVCPYZROGGJZ","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","","","","","",""
"","","fullscreen","1","44491","0.0-1.0","39OWYR0EPLDZ8QSM95YCKR6ZHQIFYI","A3VVCPYZROGGJZ","39WSF6KUV27TMEQUH506BZR9N6KEO1","true","","","","","","",""
"106302.60000002384","","instructions","2","150795","0.0-2.0","39OWYR0EPLDZ8QSM95YCKR6ZHQIFYI","A3VVCPYZROGGJZ","39WSF6KUV27TMEQUH506BZR9N6KEO1","","[{""page_index"":0,""viewing_time"":9389.800000011921},{""page_index"":1,""viewing_time"":12656.100000023842},{""page_index"":2,""viewing_time"":23664},{""page_index"":3,""viewing_time"":16263.799999952316},{""page_index"":4,""viewing_time"":16568.100000023842},{""page_index"":5,""viewing_time"":20543.899999976158},{""page_index"":6,""viewing_time"":7216.100000023842}]","","","","","",""
"52022.69999998808","","instructions","3","202818","0.0-3.0","39OWYR0EPLDZ8QSM95YCKR6ZHQIFYI","A3VVCPYZROGGJZ","39WSF6KUV27TMEQUH506BZR9N6KEO1","","[{""page_index"":0,""viewing_time"":52022.299999952316}]","","","","","",""
"3362.7000000476837","","image-keyboard-response","4","206183","0.0-4.0","39OWYR0EPLDZ8QSM95YCKR6ZHQIFYI","A3VVCPYZROGGJZ","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","img/flower6.png","76","3364.300000011921","76","1",""
"null","","html-keyboard-response","5","206487","0.0-5.0","39OWYR0EPLDZ8QSM95YCKR6ZHQIFYI","A3VVCPYZROGGJZ","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","<img src=""img/flower6.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"1089.8999999761581","","image-keyboard-response","6","207579","0.0-6.0","39OWYR0EPLDZ8QSM95YCKR6ZHQIFYI","A3VVCPYZROGGJZ","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","img/flower4.png","74","1091.3999999761581","74","1",""
"null","","html-keyboard-response","7","207881","0.0-7.0","39OWYR0EPLDZ8QSM95YCKR6ZHQIFYI","A3VVCPYZROGGJZ","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","<img src=""img/flower4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"2456.599999964237","","image-keyboard-response","8","210339","0.0-8.0","39OWYR0EPLDZ8QSM95YCKR6ZHQIFYI","A3VVCPYZROGGJZ","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","img/flower4.png","74","2458.199999988079","74","0",""
"null","","html-keyboard-response","9","210643","0.0-9.0","39OWYR0EPLDZ8QSM95YCKR6ZHQIFYI","A3VVCPYZROGGJZ","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","<img src=""img/flower4.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"1343.3999999761581","","image-keyboard-response","10","211987","0.0-10.0","39OWYR0EPLDZ8QSM95YCKR6ZHQIFYI","A3VVCPYZROGGJZ","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","img/flower6.png","76","1344.199999988079","76","0",""
"null","","html-keyboard-response","11","212290","0.0-11.0","39OWYR0EPLDZ8QSM95YCKR6ZHQIFYI","A3VVCPYZROGGJZ","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","<img src=""img/flower6.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"1007.7000000476837","","image-keyboard-response","12","213300","0.0-12.0","39OWYR0EPLDZ8QSM95YCKR6ZHQIFYI","A3VVCPYZROGGJZ","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","img/flower5.png","75","1009.4000000357628","75","1",""
"null","","html-keyboard-response","13","213602","0.0-13.0","39OWYR0EPLDZ8QSM95YCKR6ZHQIFYI","A3VVCPYZROGGJZ","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","<img src=""img/flower5.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"959.3000000119209","","image-keyboard-response","14","214563","0.0-14.0","39OWYR0EPLDZ8QSM95YCKR6ZHQIFYI","A3VVCPYZROGGJZ","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","img/flower4.png","74","960.8000000119209","74","0",""
"null","","html-keyboard-response","15","214866","0.0-15.0","39OWYR0EPLDZ8QSM95YCKR6ZHQIFYI","A3VVCPYZROGGJZ","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","<img src=""img/flower4.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"2895","","image-keyboard-response","16","217763","0.0-16.0","39OWYR0EPLDZ8QSM95YCKR6ZHQIFYI","A3VVCPYZROGGJZ","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","img/flower5.png","76","2896.2999999523163","76","0",""
"null","","html-keyboard-response","17","218065","0.0-17.0","39OWYR0EPLDZ8QSM95YCKR6ZHQIFYI","A3VVCPYZROGGJZ","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","<img src=""img/flower5.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"928.7000000476837","","image-keyboard-response","18","218996","0.0-18.0","39OWYR0EPLDZ8QSM95YCKR6ZHQIFYI","A3VVCPYZROGGJZ","39WSF6KUV27TMEQUH506BZR9N6KEO1","","","img/flower6.png","76","930.3000000119209","76","1",""
