"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","success","view_history","stimulus","key_press","reactionTime","a","r","s","cond","reward_cond","reward_cond_actual","reward_matrix_idx","responses"
"32649","consent.html","external-html","0","33552","0.0-0.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","","","","","","","","","","",""
"","","fullscreen","1","35604","0.0-1.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","true","","","","","","","","","","","",""
"8589","","instructions","2","44196","0.0-2.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","[{""page_index"":0,""viewing_time"":4884},{""page_index"":1,""viewing_time"":592},{""page_index"":2,""viewing_time"":378},{""page_index"":3,""viewing_time"":723},{""page_index"":4,""viewing_time"":753},{""page_index"":5,""viewing_time"":692},{""page_index"":6,""viewing_time"":567}]","","","","","","","","","","",""
"994","","instructions","3","45191","0.0-3.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","[{""page_index"":0,""viewing_time"":994}]","","","","","","","","","","",""
"1329","","image-keyboard-response","4","46522","0.0-4.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","img/flower5.png","75","1330","2","1","2","","","","",""
"null","","html-keyboard-response","5","46828","0.0-5.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","<img src=""img/flower5.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"439","","image-keyboard-response","6","47267","0.0-6.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","img/flower4.png","74","440","1","1","1","","","","",""
"null","","html-keyboard-response","7","47574","0.0-7.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","<img src=""img/flower4.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"353","","image-keyboard-response","8","47928","0.0-8.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","img/flower4.png","74","354","1","1","1","","","","",""
"null","","html-keyboard-response","9","48230","0.0-9.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","<img src=""img/flower4.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"243","","image-keyboard-response","10","48474","0.0-10.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","img/flower4.png","74","243","1","1","1","","","","",""
"null","","html-keyboard-response","11","48775","0.0-11.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","<img src=""img/flower4.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"73","","image-keyboard-response","12","48848","0.0-12.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","img/flower6.png","74","74","1","0","3","","","","",""
"null","","html-keyboard-response","13","49152","0.0-13.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","<img src=""img/flower6.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","","","",""
"241","","image-keyboard-response","14","49394","0.0-14.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","img/flower6.png","76","242","3","0","3","","","","",""
"null","","html-keyboard-response","15","49706","0.0-15.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","<img src=""img/flower6.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","","","",""
"35","","image-keyboard-response","16","49743","0.0-16.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","img/flower6.png","76","36","3","1","3","","","","",""
"null","","html-keyboard-response","17","50054","0.0-17.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","<img src=""img/flower6.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"379","","image-keyboard-response","18","50435","0.0-18.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","img/flower5.png","75","380","2","0","2","","","","",""
"null","","html-keyboard-response","19","50744","0.0-19.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","<img src=""img/flower5.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","","","",""
"475","","image-keyboard-response","20","51220","0.0-20.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","img/flower6.png","74","478","1","0","3","","","","",""
"null","","html-keyboard-response","21","51527","0.0-21.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","<img src=""img/flower6.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","","","",""
"47","","image-keyboard-response","22","51575","0.0-22.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","img/flower5.png","76","48","3","0","2","","","","",""
"null","","html-keyboard-response","23","51884","0.0-23.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","<img src=""img/flower5.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","","","",""
"196","","image-keyboard-response","24","52082","0.0-24.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","img/flower6.png","76","196","3","1","3","","","","",""
"null","","html-keyboard-response","25","52395","0.0-25.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","<img src=""img/flower6.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"371","","image-keyboard-response","26","52767","0.0-26.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","img/flower6.png","76","371","3","1","3","","","","",""
"null","","html-keyboard-response","27","53080","0.0-27.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","<img src=""img/flower6.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"212","","image-keyboard-response","28","53293","0.0-28.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","img/flower6.png","76","214","3","1","3","","","","",""
"null","","html-keyboard-response","29","53597","0.0-29.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","<img src=""img/flower6.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"151","","image-keyboard-response","30","53750","0.0-30.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","img/flower5.png","76","151","3","0","2","","","","",""
"null","","html-keyboard-response","31","54060","0.0-31.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","<img src=""img/flower5.png"" style=""width:200px;border:14px solid red;"">","null","","","","","","","","",""
"701","","image-keyboard-response","32","54762","0.0-32.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","img/flower4.png","74","701","1","1","1","","","","",""
"null","","html-keyboard-response","33","55064","0.0-33.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","<img src=""img/flower4.png"" style=""width:200px; border:14px solid green;"">","null","","","","","","","","",""
"336","","image-keyboard-response","34","55401","0.0-34.0","34X6J5FLPUK64QNW1L83M3VPE9BJQO","A3ROADR7T6811","32XN26MTXZ5MP383W6LZYTLBY7P0LI","","","img/flower5.png","75","338","2","1","2","","","","",""
